No	Name	Label
77	a01-000x-02-05.png	.
78	a01-000x-02-06.png	Mr.
79	a01-000x-02-07.png	Michael
80	a01-000x-03-00.png	Foot
81	a01-000x-03-01.png	has
82	a01-000x-03-02.png	put
83	a01-000x-03-03.png	down
84	a01-000x-03-04.png	a
85	a01-000x-03-05.png	resolution
86	a01-000x-03-06.png	on
87	a01-000x-03-07.png	the
88	a01-000x-03-08.png	subject
89	a01-000x-04-00.png	and
90	a01-000x-04-01.png	he
91	a01-000x-04-02.png	is
92	a01-000x-04-03.png	to
93	a01-000x-04-04.png	be
94	a01-000x-04-05.png	backed
95	a01-000x-04-06.png	by
96	a01-000x-04-07.png	Mr.
97	a01-000x-04-08.png	Will
98	a01-000x-04-09.png	Griffiths
99	a01-000x-04-10.png	,
100	a01-000x-05-00.png	0M
101	a01-000x-05-01.png	for
102	a01-000x-05-02.png	Manchester
103	a01-000x-05-03.png	Exchange
104	a01-000x-05-04.png	.
105	a01-003-00-00.png	Though
106	a01-003-00-01.png	they
107	a01-003-00-02.png	may
108	a01-003-00-03.png	gather
109	a01-003-00-04.png	some
110	a01-003-00-05.png	Left-wing
111	a01-003-00-06.png	support
112	a01-003-00-07.png	,
113	a01-003-00-08.png	a
114	a01-003-01-00.png	large
115	a01-003-01-01.png	majority
116	a01-003-01-02.png	of
117	a01-003-01-03.png	Labour
118	a01-003-01-04.png	M
119	a01-003-01-05.png	are
120	a01-003-01-06.png	likely
121	a01-003-01-07.png	to
122	a01-003-02-00.png	turn
123	a01-003-02-01.png	down
124	a01-003-02-02.png	the
125	a01-003-02-03.png	Foot-Griffiths
126	a01-003-02-04.png	resolution
127	a01-003-02-05.png	.
128	a01-003-02-06.png	Mr.
129	a01-003-03-00.png	Foot's
130	a01-003-03-01.png	line
131	a01-003-03-02.png	will
132	a01-003-03-03.png	be
133	a01-003-03-04.png	that
134	a01-003-03-05.png	as
135	a01-003-03-06.png	Labour
136	a01-003-03-07.png	M
137	a01-003-04-00.png	opposed
138	a01-003-04-01.png	the
139	a01-003-04-02.png	Government
140	a01-003-04-03.png	Bill
141	a01-003-04-04.png	which
142	a01-003-04-05.png	brought
143	a01-003-05-00.png	life
144	a01-003-05-01.png	peers
145	a01-003-05-02.png	into
146	a01-003-05-03.png	existence
147	a01-003-05-04.png	,
148	a01-003-05-05.png	they
149	a01-003-05-06.png	should
150	a01-003-05-07.png	not
151	a01-003-06-00.png	now
152	a01-003-06-01.png	put
153	a01-003-06-02.png	forward
154	a01-003-06-03.png	nominees
155	a01-003-06-04.png	.
156	a01-003-06-05.png	He
157	a01-003-06-06.png	believes
158	a01-003-07-00.png	that
159	a01-003-07-01.png	the
160	a01-003-07-02.png	House
161	a01-003-07-03.png	of
162	a01-003-07-04.png	Lords
163	a01-003-07-05.png	should
164	a01-003-07-06.png	be
165	a01-003-07-07.png	abolished
166	a01-003-08-00.png	and
167	a01-003-08-01.png	that
168	a01-003-08-02.png	Labour
169	a01-003-08-03.png	should
170	a01-003-08-04.png	not
171	a01-003-08-05.png	take
172	a01-003-08-06.png	any
173	a01-003-08-07.png	steps
174	a01-003-09-00.png	which
175	a01-003-09-01.png	would
176	a01-003-09-02.png	appear
177	a01-003-09-03.png	to
178	a01-003-09-04.png	""""
179	a01-003-09-05.png	prop
180	a01-003-09-06.png	up
181	a01-003-09-07.png	""""
182	a01-003-09-08.png	an
183	a01-003-09-09.png	out-dated
184	a01-003-10-00.png	institution
185	a01-003-10-01.png	.
186	a01-003u-00-00.png	Though
187	a01-003u-00-01.png	they
188	a01-003u-00-02.png	may
189	a01-003u-00-03.png	gather
190	a01-003u-00-04.png	some
191	a01-003u-00-05.png	Left-wing
192	a01-003u-01-00.png	support
193	a01-003u-01-01.png	,
194	a01-003u-01-02.png	a
195	a01-003u-01-03.png	large
196	a01-003u-01-04.png	majority
197	a01-003u-01-05.png	of
198	a01-003u-01-06.png	Labour
199	a01-003u-02-00.png	M
200	a01-003u-02-01.png	are
201	a01-003u-02-02.png	likely
202	a01-003u-02-03.png	to
203	a01-003u-02-04.png	turn
204	a01-003u-02-05.png	down
205	a01-003u-02-06.png	the
206	a01-003u-02-07.png	Foot-
207	a01-003u-03-00.png	Griffiths
208	a01-003u-03-01.png	resolution
209	a01-003u-03-02.png	.
210	a01-003u-03-03.png	Mr.
211	a01-003u-03-04.png	Foot's
212	a01-003u-03-05.png	line
213	a01-003u-03-06.png	will
214	a01-003u-04-00.png	be
215	a01-003u-04-01.png	that
216	a01-003u-04-02.png	as
217	a01-003u-04-03.png	Labour
218	a01-003u-04-04.png	M
219	a01-003u-04-05.png	opposed
220	a01-003u-04-06.png	the
221	a01-003u-05-00.png	Government
222	a01-003u-05-01.png	Bill
223	a01-003u-05-02.png	which
224	a01-003u-05-03.png	brought
225	a01-003u-05-04.png	life
226	a01-003u-05-05.png	peers
227	a01-003u-06-00.png	into
228	a01-003u-06-01.png	existence
229	a01-003u-06-02.png	,
230	a01-003u-06-03.png	they
231	a01-003u-06-04.png	should
232	a01-003u-06-05.png	not
233	a01-003u-06-06.png	now
234	a01-003u-06-07.png	put
235	a01-003u-07-00.png	forward
236	a01-003u-07-01.png	nominees
237	a01-003u-07-02.png	.
238	a01-003u-07-03.png	He
239	a01-003u-07-04.png	believes
240	a01-003u-07-05.png	that
241	a01-003u-07-06.png	the
242	a01-003u-08-00.png	House
243	a01-003u-08-01.png	of
244	a01-003u-08-02.png	Lords
245	a01-003u-08-03.png	should
246	a01-003u-08-04.png	be
247	a01-003u-08-05.png	abolished
248	a01-003u-08-06.png	and
249	a01-003u-09-00.png	that
250	a01-003u-09-01.png	Labour
251	a01-003u-09-02.png	should
252	a01-003u-09-03.png	not
253	a01-003u-09-04.png	take
254	a01-003u-09-05.png	any
255	a01-003u-09-06.png	steps
256	a01-003u-10-00.png	which
257	a01-003u-10-01.png	would
258	a01-003u-10-02.png	appear
259	a01-003u-10-03.png	to
260	a01-003u-10-04.png	""""
261	a01-003u-10-05.png	prop
262	a01-003u-10-06.png	up
263	a01-003u-10-07.png	""""
264	a01-003u-10-08.png	an
265	a01-003u-10-09.png	out-
266	a01-003x-00-00.png	Though
267	a01-003x-00-01.png	they
268	a01-003x-00-02.png	may
269	a01-003x-00-03.png	gather
270	a01-003x-00-04.png	some
271	a01-003x-00-05.png	Left-wing
272	a01-003x-00-06.png	support
273	a01-003x-00-07.png	,
274	a01-003x-00-08.png	a
275	a01-003x-01-00.png	large
276	a01-003x-01-01.png	majority
277	a01-003x-01-02.png	of
278	a01-003x-01-03.png	Labour
279	a01-003x-01-04.png	0M
280	a01-003x-01-05.png	are
281	a01-003x-01-06.png	likely
282	a01-003x-01-07.png	to
283	a01-003x-01-08.png	turn
284	a01-003x-02-00.png	down
285	a01-003x-02-01.png	the
286	a01-003x-02-02.png	Foot-Griffiths
287	a01-003x-02-03.png	resolution
288	a01-003x-02-04.png	.
289	a01-003x-02-05.png	Mr.
290	a01-003x-02-06.png	Foot's
291	a01-003x-02-07.png	line
292	a01-003x-03-00.png	will
293	a01-003x-03-01.png	be
294	a01-003x-03-02.png	that
295	a01-003x-03-03.png	as
296	a01-003x-03-04.png	Labour
297	a01-003x-03-05.png	0M
298	a01-003x-03-06.png	opposed
299	a01-003x-03-07.png	the
300	a01-003x-03-08.png	Govern-
301	a01-003x-04-00.png	ment
302	a01-003x-04-01.png	Bill
303	a01-003x-04-02.png	which
304	a01-003x-04-03.png	brought
305	a01-003x-04-04.png	life
306	a01-003x-04-05.png	peers
307	a01-003x-04-06.png	into
308	a01-003x-04-07.png	existence
309	a01-003x-04-08.png	,
310	a01-003x-04-09.png	they
311	a01-003x-05-00.png	should
312	a01-003x-05-01.png	not
313	a01-003x-05-02.png	now
314	a01-003x-05-03.png	put
315	a01-003x-05-04.png	forward
316	a01-003x-05-05.png	nominees
317	a01-003x-05-06.png	.
318	a01-003x-05-07.png	He
319	a01-003x-05-08.png	believes
320	a01-003x-06-00.png	that
321	a01-003x-06-01.png	the
322	a01-003x-06-02.png	House
323	a01-003x-06-03.png	of
324	a01-003x-06-04.png	Lords
325	a01-003x-06-05.png	should
326	a01-003x-06-06.png	be
327	a01-003x-06-07.png	abolished
328	a01-003x-06-08.png	and
329	a01-003x-07-00.png	that
330	a01-003x-07-01.png	Labour
331	a01-003x-07-02.png	should
332	a01-003x-07-03.png	not
333	a01-003x-07-04.png	take
334	a01-003x-07-05.png	any
335	a01-003x-07-06.png	steps
336	a01-003x-07-07.png	which
337	a01-003x-07-08.png	would
338	a01-003x-08-00.png	appear
339	a01-003x-08-01.png	to
340	a01-003x-08-02.png	""""
341	a01-003x-08-03.png	prop
342	a01-003x-08-04.png	up
343	a01-003x-08-05.png	""""
344	a01-003x-08-06.png	an
345	a01-003x-08-07.png	out-dated
346	a01-003x-08-08.png	institution
347	a01-003x-08-09.png	.
348	a01-007-00-00.png	Since
349	a01-007-00-01.png	1958
350	a01-007-00-02.png	,
351	a01-007-00-03.png	13
352	a01-007-00-04.png	Labour
353	a01-007-00-05.png	life
354	a01-007-00-06.png	Peers
355	a01-007-00-07.png	and
356	a01-007-01-00.png	Peeresses
357	a01-007-01-01.png	have
358	a01-007-01-02.png	been
359	a01-007-01-03.png	created
360	a01-007-01-04.png	.
361	a01-007-01-05.png	Most
362	a01-007-01-06.png	Labour
363	a01-007-02-00.png	sentiment
364	a01-007-02-01.png	would
365	a01-007-02-02.png	#
366	a01-007-02-03.png	still
367	a01-007-02-04.png	favour
368	a01-007-02-05.png	the
369	a01-007-02-06.png	abolition
370	a01-007-03-00.png	of
371	a01-007-03-01.png	the
372	a01-007-03-02.png	House
373	a01-007-03-03.png	of
374	a01-007-03-04.png	Lords
375	a01-007-03-05.png	,
376	a01-007-03-06.png	but
377	a01-007-03-07.png	while
378	a01-007-03-08.png	it
379	a01-007-03-09.png	remains
380	a01-007-04-00.png	Labour
381	a01-007-04-01.png	has
382	a01-007-04-02.png	to
383	a01-007-04-03.png	have
384	a01-007-04-04.png	an
385	a01-007-04-05.png	adequate
386	a01-007-04-06.png	number
387	a01-007-04-07.png	of
388	a01-007-05-00.png	members
389	a01-007-05-01.png	.
390	a01-007-05-02.png	THE
391	a01-007-05-03.png	two
392	a01-007-05-04.png	rival
393	a01-007-05-05.png	African
394	a01-007-05-06.png	Nationalist
395	a01-007-06-00.png	Parties
396	a01-007-06-01.png	of
397	a01-007-06-02.png	Northern
398	a01-007-06-03.png	Rhodesia
399	a01-007-06-04.png	have
400	a01-007-06-05.png	agreed
401	a01-007-06-06.png	to
402	a01-007-07-00.png	get
403	a01-007-07-01.png	together
404	a01-007-07-02.png	to
405	a01-007-07-03.png	face
406	a01-007-07-04.png	the
407	a01-007-07-05.png	challenge
408	a01-007-07-06.png	from
409	a01-007-07-07.png	Sir
410	a01-007-08-00.png	Roy
411	a01-007-08-01.png	Welensky
412	a01-007-08-02.png	,
413	a01-007-08-03.png	the
414	a01-007-08-04.png	Federal
415	a01-007-08-05.png	Premier
416	a01-007-08-06.png	.
417	a01-007u-00-00.png	Since
418	a01-007u-00-01.png	1958
419	a01-007u-00-02.png	,
420	a01-007u-00-03.png	13
421	a01-007u-00-04.png	Labour
422	a01-007u-00-05.png	life
423	a01-007u-00-06.png	Peers
424	a01-007u-00-07.png	and
425	a01-007u-01-00.png	Peeresses
426	a01-007u-01-01.png	have
427	a01-007u-01-02.png	been
428	a01-007u-01-03.png	created
429	a01-007u-01-04.png	.
430	a01-007u-01-05.png	Most
431	a01-007u-01-06.png	Labour
432	a01-007u-02-00.png	sentiment
433	a01-007u-02-01.png	would
434	a01-007u-02-02.png	still
435	a01-007u-02-03.png	favour
436	a01-007u-02-04.png	the
437	a01-007u-02-05.png	abolition
438	a01-007u-03-00.png	of
439	a01-007u-03-01.png	the
440	a01-007u-03-02.png	House
441	a01-007u-03-03.png	of
442	a01-007u-03-04.png	Lords
443	a01-007u-03-05.png	,
444	a01-007u-03-06.png	but
445	a01-007u-03-07.png	while
446	a01-007u-03-08.png	it
447	a01-007u-03-09.png	remains
448	a01-007u-04-00.png	Labour
449	a01-007u-04-01.png	has
450	a01-007u-04-02.png	to
451	a01-007u-04-03.png	have
452	a01-007u-04-04.png	an
453	a01-007u-04-05.png	adequate
454	a01-007u-04-06.png	number
455	a01-007u-05-00.png	of
456	a01-007u-05-01.png	members
457	a01-007u-05-02.png	.
458	a01-007u-05-03.png	THE
459	a01-007u-05-04.png	two
460	a01-007u-05-05.png	rival
461	a01-007u-05-06.png	African
462	a01-007u-06-00.png	Nationalist
463	a01-007u-06-01.png	Parties
464	a01-007u-06-02.png	of
465	a01-007u-06-03.png	Northern
466	a01-007u-06-04.png	Rhodesia
467	a01-007u-07-00.png	have
468	a01-007u-07-01.png	agreed
469	a01-007u-07-02.png	to
470	a01-007u-07-03.png	get
471	a01-007u-07-04.png	together
472	a01-007u-07-05.png	to
473	a01-007u-07-06.png	face
474	a01-007u-08-00.png	the
475	a01-007u-08-01.png	challenge
476	a01-007u-08-02.png	from
477	a01-007u-08-03.png	Sir
478	a01-007u-08-04.png	Roy
479	a01-007u-08-05.png	Welensky
480	a01-007u-08-06.png	,
481	a01-007u-09-00.png	the
482	a01-007u-09-01.png	Federal
483	a01-007u-09-02.png	Premier
484	a01-007u-09-03.png	.
485	a01-007x-00-00.png	Since
486	a01-007x-00-01.png	1958
487	a01-007x-00-02.png	,
488	a01-007x-00-03.png	13
489	a01-007x-00-04.png	Labour
490	a01-007x-00-05.png	life
491	a01-007x-00-06.png	Peers
492	a01-007x-00-07.png	and
493	a01-007x-00-08.png	#
494	a01-007x-01-00.png	Peeresses
495	a01-007x-01-01.png	have
496	a01-007x-01-02.png	been
497	a01-007x-01-03.png	created
498	a01-007x-01-04.png	.
499	a01-007x-01-05.png	Most
500	a01-007x-01-06.png	Labour
501	a01-007x-01-07.png	sentiment
502	a01-007x-02-00.png	would
503	a01-007x-02-01.png	still
504	a01-007x-02-02.png	favour
505	a01-007x-02-03.png	the
506	a01-007x-02-04.png	abolition
507	a01-007x-02-05.png	of
508	a01-007x-02-06.png	the
509	a01-007x-02-07.png	House
510	a01-007x-03-00.png	of
511	a01-007x-03-01.png	Lords
512	a01-007x-03-02.png	,
513	a01-007x-03-03.png	but
514	a01-007x-03-04.png	while
515	a01-007x-03-05.png	it
516	a01-007x-03-06.png	remains
517	a01-007x-03-07.png	Labour
518	a01-007x-03-08.png	has
519	a01-007x-03-09.png	to
520	a01-007x-04-00.png	have
521	a01-007x-04-01.png	an
522	a01-007x-04-02.png	adequate
523	a01-007x-04-03.png	number
524	a01-007x-04-04.png	of
525	a01-007x-04-05.png	members
526	a01-007x-04-06.png	.
527	a01-007x-04-07.png	THE
528	a01-007x-05-00.png	two
529	a01-007x-05-01.png	rival
530	a01-007x-05-02.png	African
531	a01-007x-05-03.png	Nationalist
532	a01-007x-05-04.png	Parties
533	a01-007x-05-05.png	of
534	a01-007x-05-06.png	Northern
535	a01-007x-06-00.png	Rhodesia
536	a01-007x-06-01.png	have
537	a01-007x-06-02.png	agreed
538	a01-007x-06-03.png	to
539	a01-007x-06-04.png	get
540	a01-007x-06-05.png	together
541	a01-007x-06-06.png	to
542	a01-007x-06-07.png	face
543	a01-007x-06-08.png	the
544	a01-007x-07-00.png	challenge
545	a01-007x-07-01.png	from
546	a01-007x-07-02.png	Sir
547	a01-007x-07-03.png	Roy
548	a01-007x-07-04.png	Welensky
549	a01-007x-07-05.png	,
550	a01-007x-07-06.png	the
551	a01-007x-07-07.png	Federal
552	a01-007x-07-08.png	Premier
553	a01-007x-07-09.png	.
554	a01-011-00-00.png	Delegates
555	a01-011-00-01.png	from
556	a01-011-00-02.png	Mr.
557	a01-011-00-03.png	Kenneth
558	a01-011-00-04.png	Kaunda's
559	a01-011-00-05.png	United
560	a01-011-00-06.png	National
561	a01-011-00-07.png	Independence
562	a01-011-01-00.png	Party
563	a01-011-01-01.png	(
564	a01-011-01-02.png	280,000
565	a01-011-01-03.png	members
566	a01-011-01-04.png	)
567	a01-011-01-05.png	and
568	a01-011-01-06.png	Mr.
569	a01-011-01-07.png	Harry
570	a01-011-01-08.png	Nkumbula's
571	a01-011-01-09.png	African
572	a01-011-02-00.png	National
573	a01-011-02-01.png	Congress
574	a01-011-02-02.png	(
575	a01-011-02-03.png	400,000
576	a01-011-02-04.png	)
577	a01-011-02-05.png	will
578	a01-011-02-06.png	meet
579	a01-011-02-07.png	in
580	a01-011-02-08.png	London
581	a01-011-02-09.png	today
582	a01-011-03-00.png	to
583	a01-011-03-01.png	discuss
584	a01-011-03-02.png	a
585	a01-011-03-03.png	common
586	a01-011-03-04.png	course
587	a01-011-03-05.png	of
588	a01-011-03-06.png	action
589	a01-011-03-07.png	.
590	a01-011-03-08.png	Sir
591	a01-011-03-09.png	Roy
592	a01-011-03-10.png	is
593	a01-011-04-00.png	violently
594	a01-011-04-01.png	opposed
595	a01-011-04-02.png	to
596	a01-011-04-03.png	Africans
597	a01-011-04-04.png	getting
598	a01-011-04-05.png	an
599	a01-011-04-06.png	elected
600	a01-011-04-07.png	majority
601	a01-011-05-00.png	in
602	a01-011-05-01.png	Northern
603	a01-011-05-02.png	Rhodesia
604	a01-011-05-03.png	,
605	a01-011-05-04.png	but
606	a01-011-05-05.png	the
607	a01-011-05-06.png	Colonial
608	a01-011-05-07.png	Secretary
609	a01-011-05-08.png	,
610	a01-011-06-00.png	Mr.
611	a01-011-06-01.png	Iain
612	a01-011-06-02.png	Macleod
613	a01-011-06-03.png	,
614	a01-011-06-04.png	is
615	a01-011-06-05.png	insisting
616	a01-011-06-06.png	on
617	a01-011-06-07.png	a
618	a01-011-06-08.png	policy
619	a01-011-06-09.png	of
620	a01-011-06-10.png	change
621	a01-011-06-11.png	.
622	a01-011u-00-00.png	Delegates
623	a01-011u-00-01.png	from
624	a01-011u-00-02.png	Mr.
625	a01-011u-00-03.png	Kenneth
626	a01-011u-00-04.png	Kaunda's
627	a01-011u-01-00.png	United
628	a01-011u-01-01.png	National
629	a01-011u-01-02.png	Independence
630	a01-011u-01-03.png	Party
631	a01-011u-02-00.png	(
632	a01-011u-02-01.png	280,000
633	a01-011u-02-02.png	members
634	a01-011u-02-03.png	)
635	a01-011u-02-04.png	and
636	a01-011u-02-05.png	Mr.
637	a01-011u-02-06.png	Harry
638	a01-011u-02-07.png	Nkumbula's
639	a01-011u-03-00.png	African
640	a01-011u-03-01.png	National
641	a01-011u-03-02.png	Congress
642	a01-011u-03-03.png	(
643	a01-011u-03-04.png	400,000
644	a01-011u-03-05.png	)
645	a01-011u-03-06.png	will
646	a01-011u-04-00.png	meet
647	a01-011u-04-01.png	in
648	a01-011u-04-02.png	London
649	a01-011u-04-03.png	today
650	a01-011u-04-04.png	to
651	a01-011u-04-05.png	discuss
652	a01-011u-04-06.png	a
653	a01-011u-04-07.png	common
654	a01-011u-05-00.png	course
655	a01-011u-05-01.png	of
656	a01-011u-05-02.png	action
657	a01-011u-05-03.png	.
658	a01-011u-05-04.png	Sir
659	a01-011u-05-05.png	Roy
660	a01-011u-05-06.png	is
661	a01-011u-05-07.png	violently
662	a01-011u-06-00.png	opposed
663	a01-011u-06-01.png	to
664	a01-011u-06-02.png	Africans
665	a01-011u-06-03.png	getting
666	a01-011u-06-04.png	an
667	a01-011u-06-05.png	elected
668	a01-011u-07-00.png	majority
669	a01-011u-07-01.png	in
670	a01-011u-07-02.png	Northern
671	a01-011u-07-03.png	Rhodesia
672	a01-011u-07-04.png	,
673	a01-011u-07-05.png	but
674	a01-011u-07-06.png	the
675	a01-011u-08-00.png	Colonial
676	a01-011u-08-01.png	Secretary
677	a01-011u-08-02.png	,
678	a01-011u-08-03.png	Mr.
679	a01-011u-08-04.png	Iain
680	a01-011u-08-05.png	Macleod
681	a01-011u-08-06.png	,
682	a01-011u-09-00.png	is
683	a01-011u-09-01.png	insisting
684	a01-011u-09-02.png	on
685	a01-011u-09-03.png	a
686	a01-011u-09-04.png	policy
687	a01-011u-09-05.png	of
688	a01-011u-09-06.png	change
689	a01-011u-09-07.png	.
690	a01-011x-00-00.png	Delegates
691	a01-011x-00-01.png	from
692	a01-011x-00-02.png	Mr.
693	a01-011x-00-03.png	Kenneth
694	a01-011x-00-04.png	Kaunda's
695	a01-011x-00-05.png	United
696	a01-011x-01-00.png	National
697	a01-011x-01-01.png	Independence
698	a01-011x-01-02.png	Party
699	a01-011x-01-03.png	(
700	a01-011x-01-04.png	280,000
701	a01-011x-01-05.png	members
702	a01-011x-01-06.png	)
703	a01-011x-02-00.png	and
704	a01-011x-02-01.png	Mr.
705	a01-011x-02-02.png	Harry
706	a01-011x-02-03.png	Nkumbula's
707	a01-011x-02-04.png	African
708	a01-011x-02-05.png	National
709	a01-011x-03-00.png	Congress
710	a01-011x-03-01.png	(
711	a01-011x-03-02.png	400,000
712	a01-011x-03-03.png	)
713	a01-011x-03-04.png	will
714	a01-011x-03-05.png	meet
715	a01-011x-03-06.png	in
716	a01-011x-03-07.png	London
717	a01-011x-03-08.png	today
718	a01-011x-04-00.png	to
719	a01-011x-04-01.png	discuss
720	a01-011x-04-02.png	a
721	a01-011x-04-03.png	common
722	a01-011x-04-04.png	course
723	a01-011x-04-05.png	of
724	a01-011x-04-06.png	action
725	a01-011x-04-07.png	.
726	a01-011x-05-00.png	Sir
727	a01-011x-05-01.png	Roy
728	a01-011x-05-02.png	is
729	a01-011x-05-03.png	violently
730	a01-011x-05-04.png	opposed
731	a01-011x-05-05.png	to
732	a01-011x-05-06.png	Africans
733	a01-011x-06-00.png	getting
734	a01-011x-06-01.png	an
735	a01-011x-06-02.png	elected
736	a01-011x-06-03.png	majority
737	a01-011x-06-04.png	in
738	a01-011x-06-05.png	Northern
739	a01-011x-07-00.png	Rhodesia
740	a01-011x-07-01.png	,
741	a01-011x-07-02.png	but
742	a01-011x-07-03.png	the
743	a01-011x-07-04.png	Colonial
744	a01-011x-07-05.png	Secretary
745	a01-011x-07-06.png	,
746	a01-011x-07-07.png	Mr.
747	a01-011x-07-08.png	Iain
748	a01-011x-08-00.png	Macleod
749	a01-011x-08-01.png	,
750	a01-011x-08-02.png	is
751	a01-011x-08-03.png	insisting
752	a01-011x-08-04.png	on
753	a01-011x-08-05.png	a
754	a01-011x-08-06.png	policy
755	a01-011x-08-07.png	of
756	a01-011x-08-08.png	change
757	a01-011x-08-09.png	.
758	a01-014-00-00.png	Sir
759	a01-014-00-01.png	Roy's
760	a01-014-00-02.png	United
761	a01-014-00-03.png	Federal
762	a01-014-00-04.png	Party
763	a01-014-00-05.png	is
764	a01-014-00-06.png	boycotting
765	a01-014-01-00.png	the
766	a01-014-01-01.png	London
767	a01-014-01-02.png	talks
768	a01-014-01-03.png	on
769	a01-014-01-04.png	the
770	a01-014-01-05.png	Protectorate's
771	a01-014-02-00.png	future
772	a01-014-02-01.png	.
773	a01-014-02-02.png	Said
774	a01-014-02-03.png	Mr.
775	a01-014-02-04.png	Nkumbula
776	a01-014-02-05.png	last
777	a01-014-02-06.png	night
778	a01-014-02-07.png	:
779	a01-014-03-00.png	""""
780	a01-014-03-01.png	We
781	a01-014-03-02.png	want
782	a01-014-03-03.png	to
783	a01-014-03-04.png	discuss
784	a01-014-03-05.png	what
785	a01-014-03-06.png	to
786	a01-014-03-07.png	do
787	a01-014-03-08.png	if
788	a01-014-03-09.png	the
789	a01-014-04-00.png	British
790	a01-014-04-01.png	Government
791	a01-014-04-02.png	gives
792	a01-014-04-03.png	in
793	a01-014-04-04.png	to
794	a01-014-04-05.png	Sir
795	a01-014-04-06.png	Roy
796	a01-014-04-07.png	and
797	a01-014-05-00.png	the
798	a01-014-05-01.png	talks
799	a01-014-05-02.png	fall
800	a01-014-05-03.png	through
801	a01-014-05-04.png	.
802	a01-014-05-05.png	There
803	a01-014-05-06.png	are
804	a01-014-05-07.png	bound
805	a01-014-06-00.png	to
806	a01-014-06-01.png	be
807	a01-014-06-02.png	demonstrations
808	a01-014-06-03.png	.
809	a01-014-06-04.png	""""
810	a01-014-06-05.png	Yesterday
811	a01-014-06-06.png	Sir
812	a01-014-06-07.png	Roy's
813	a01-014-07-00.png	chief
814	a01-014-07-01.png	aide
815	a01-014-07-02.png	,
816	a01-014-07-03.png	Mr.
817	a01-014-07-04.png	Julius
818	a01-014-07-05.png	Greenfield
819	a01-014-07-06.png	,
820	a01-014-07-07.png	telephoned
821	a01-014-08-00.png	his
822	a01-014-08-01.png	chief
823	a01-014-08-02.png	a
824	a01-014-08-03.png	report
825	a01-014-08-04.png	on
826	a01-014-08-05.png	his
827	a01-014-08-06.png	talks
828	a01-014-08-07.png	with
829	a01-014-09-00.png	Mr.
830	a01-014-09-01.png	Macmillan
831	a01-014-09-02.png	at
832	a01-014-09-03.png	Chequers
833	a01-014-09-04.png	.
834	a01-014u-00-00.png	Sir
835	a01-014u-00-01.png	Roy's
836	a01-014u-00-02.png	United
837	a01-014u-00-03.png	Federal
838	a01-014u-00-04.png	Party
839	a01-014u-00-05.png	is
840	a01-014u-01-00.png	boycotting
841	a01-014u-01-01.png	the
842	a01-014u-01-02.png	London
843	a01-014u-01-03.png	talks
844	a01-014u-01-04.png	on
845	a01-014u-01-05.png	the
